Index,Tag,Spine #,Title,Director,Country,Year,豆瓣电影,豆瓣年份,豆瓣打分,豆瓣信息
963,spine,964,The Kid Brother,Ted Wilde,United States,1927,[小兄弟 The Kid Brother](https://movie.douban.com/subject/1307307/),1927,7.8,"导演: J·A·豪, 类型: 喜剧, 地区: 美国"
964,spine,965,Wanda,Barbara Loden,United States,1970,[旺达 Wanda](https://movie.douban.com/subject/1855338/),1970,8.2,"导演: 芭芭拉·洛登, 类型: 剧情, 地区: 美国"
965,spine,966,Detour,Edgar G. Ulmer,United States,1945,[绕道 Detour](https://movie.douban.com/subject/1296600/),1945,7.5,"导演: 埃德加·G·乌默, 类型: 剧情, 地区: 美国"
966,spine,967,I Wanna Hold Your Hand,Robert Zemeckis,United States,1978,[一亲芳泽 I Wanna Hold Your Hand](https://movie.douban.com/subject/1302783/),1978,7.1,"导演: 罗伯特·泽米吉斯, 类型: 喜剧, 地区: 美国"
967,spine,968,Japón,Carlos Reygadas,Mexico,2002,[天地悠悠 Japón](https://movie.douban.com/subject/1476677/),2002,7.6,"导演: 卡洛斯·雷加达斯, 类型: 剧情, 地区: 墨西哥/德国/荷兰/西班牙"
968,spine,969,Diamonds of the Night,Jan Němec,Czechoslovakia,1964,[夜之钻 Démanty noci](https://movie.douban.com/subject/1793762/),1964,8.1,"导演: 杨·涅梅茨, 类型: 剧情, 地区: 捷克斯洛伐克"
969,spine,970,A Face in the Crowd,Elia Kazan,United States,1957,[登龙一梦 A Face in the Crowd](https://movie.douban.com/subject/1301907/),1957,8.1,"导演: 伊利亚·卡赞, 类型: 剧情, 地区: 美国"
970,spine,971,Police Story,Jackie Chan,Hong Kong,1985,[警察故事](https://movie.douban.com/subject/1400868/),1985,8.2,"导演: 成龙, 类型: 动作, 地区: 中国香港"
971,spine,972,Police Story 2,Jackie Chan,Hong Kong,1988,[警察故事续集 警察故事續集](https://movie.douban.com/subject/1304726/),1988,7.8,"导演: 成龙, 类型: 喜剧, 地区: 中国香港"
972,spine,973,My Brilliant Career,Gillian Armstrong,Australia,1979,[我的璀璨生涯 My Brilliant Career](https://movie.douban.com/subject/1305274/),1979,7.4,"导演: 吉莉安·阿姆斯特朗, 类型: 传记, 地区: 澳大利亚"
973,spine,974,The Heiress,William Wyler,United States,1949,[女继承人 The Heiress](https://movie.douban.com/subject/1293001/),1949,7.8,"导演: 威廉·惠勒, 类型: 剧情, 地区: 美国"
974,spine,975,Funny Games,Michael Haneke,Austria,1997,[趣味游戏 Funny Games](https://movie.douban.com/subject/1306548/),1997,7.3,"导演: 迈克尔·哈内克, 类型: 剧情, 地区: 奥地利"
975,spine,976,Let the Sunshine In,Claire Denis,France,2017,[心灵暖阳 Un beau soleil intérieur](https://movie.douban.com/subject/26836810/),2017,6.5,"导演: 克莱尔·德尼, 类型: 剧情, 地区: 法国/比利时"
976,spine,977,Blue Velvet,David Lynch,United States,1986,蓝丝绒, , ,imbd-[tt0090756](https://www.imdb.com/title/tt0090756)
977,spine,978,"One Sings, the Other Doesn’t",Agnès Varda,France,1977,"[一个唱，一个不唱 L'une chante, l'autre pas](https://movie.douban.com/subject/1297403/)",1977,8.4,"导演: 阿涅斯·瓦尔达, 类型: 剧情, 地区: 委内瑞拉/法国/比利时"
978,spine,979,Swing Time,George Stevens,United States,1936,[摇摆乐时代 Swing Time](https://movie.douban.com/subject/1306624/),1936,7.6,"导演: 乔治·史蒂文斯, 类型: 喜剧, 地区: 美国"
979,spine,980,La vie de Jésus,Bruno Dumont,France,1997,[人之子 La vie de Jésus](https://movie.douban.com/subject/1293151/),1997,7.0,"导演: 布鲁诺·杜蒙, 类型: 剧情, 地区: 法国"
980,spine,981,L’humanité,Bruno Dumont,France,1999,[人啊人 L'humanité](https://movie.douban.com/subject/1304869/),1999,7.2,"导演: 布鲁诺·杜蒙, 类型: 剧情, 地区: 法国"
981,spine,982,Hedwig and the Angry Inch,John Cameron Mitchell,United States,2001,[摇滚芭比 Hedwig and the Angry Inch](https://movie.douban.com/subject/1301926/),2001,8.7,"导演: 约翰·卡梅隆·米切尔, 类型: 剧情, 地区: 美国"
982,spine,983,War and Peace,Sergei Bondarchuk,Soviet Union,1966,[战争与和平 Война и мир](https://movie.douban.com/subject/1307067/),1966,9.2,"导演: 谢尔盖·邦达尔丘克, 类型: 剧情, 地区: 苏联"
983,spine,984,1984,Michael Radford,United Kingdom,1984,[一九八四 Nineteen Eighty-Four](https://movie.douban.com/subject/1301849/),1984,7.8,"导演: 迈克尔·莱德福, 类型: 剧情, 地区: 英国"
984,spine,985,Europa Europa,Agnieszka Holland,Poland,1990,[欧洲欧洲 Hitlerjunge Salomon](https://movie.douban.com/subject/1294557/),1990,7.8,"导演: 阿格涅丝卡·霍兰, 类型: 剧情, 地区: 法国/德国/波兰"
985,spine,986,The Baker’s Wife,Marcel Pagnol,France,1938,[面包师之妻 La Femme du boulanger](https://movie.douban.com/subject/1302866/),1938, ,"导演: 马塞尔·帕尼奥尔, 类型: 喜剧, 地区: 法国"
986,spine,987,Klute,Alan J. Pakula,United States,1971,[柳巷芳草 Klute](https://movie.douban.com/subject/1293480/),1971,7.5,"导演: 艾伦·J·帕库拉, 类型: 剧情, 地区: 美国"
987,spine,988,The Inland Sea,Lucille Carra,United States,1991,[濑户内海 The Inland Sea](https://movie.douban.com/subject/3536504/),1992, ,"导演: Lucille Carra, 类型: 纪录片, 地区: 美国"
988,spine,989,The Flavor of Green Tea over Rice,Yasujiro Ozu,Japan,1952,[茶泡饭之味 お茶漬の味](https://movie.douban.com/subject/1306183/),1952,8.1,"导演: 小津安二郎, 类型: 剧情, 地区: 日本"
989,spine,990,Where Is the Friend’s House?,Abbas Kiarostami,Iran,1987,[何处是我朋友的家 خانه دوست کجاست؟‎](https://movie.douban.com/subject/1301897/),1987,8.9,"导演: 阿巴斯·基亚罗斯塔米, 类型: 剧情, 地区: 伊朗"
990,spine,991,And Life Goes On,Abbas Kiarostami,Iran,1992,[生生长流 زندگی و دیگر هیچ](https://movie.douban.com/subject/1303471/),1992,8.8,"导演: 阿巴斯·基亚罗斯塔米, 类型: 剧情, 地区: 伊朗"
991,spine,992,Through the Olive Trees,Abbas Kiarostami,Iran,1994,[橄榄树下的情人 زير درختان زيتون](https://movie.douban.com/subject/1303465/),1994,8.4,"导演: 阿巴斯·基亚罗斯塔米, 类型: 剧情, 地区: 伊朗/法国"
992,spine,993,The Cloud-Capped Star,Ritwik Ghatak,India,1960,[云遮星 মেঘে ঢাকা তারা](https://movie.douban.com/subject/1460605/),1960,7.7,"导演: 李维克·伽塔克, 类型: 剧情, 地区: 印度"
993,spine,994,Local Hero,Bill Forsyth,United Kingdom,1983,[地方英雄 Local Hero](https://movie.douban.com/subject/1300467/),1983,7.5,"导演: 比尔·福塞斯, 类型: 剧情, 地区: 英国"
994,spine,995,Polyester,John Waters,United States,1981,[菠萝脂 Polyester](https://movie.douban.com/subject/1997233/),1981,7.5,"导演: 约翰·沃特斯, 类型: 喜剧, 地区: 美国"
995,spine,996,The Circus,Charles Chaplin,United States,1928,[马戏团 The Circus](https://movie.douban.com/subject/1299628/),1928,9.2,"导演: 查理·卓别林, 类型: 喜剧, 地区: 美国"
996,spine,997,Cluny Brown,Ernst Lubitsch,United States,1946,[克卢妮·布朗 Cluny Brown](https://movie.douban.com/subject/1294861/),1946,7.0,"导演: 恩斯特·刘别谦, 类型: 喜剧, 地区: 美国"
997,spine,998,When We Were Kings,Leon Gast,United States,1996,[一代拳王 When We Were Kings](https://movie.douban.com/subject/1300184/),1996,8.1,"导演: 莱昂·加斯特, 类型: 纪录片, 地区: 美国"
998,spine,999,Matewan,John Sayles,United States,1987,[怒火战线 Matewan](https://movie.douban.com/subject/1421352/),1987,8.1,"导演: 约翰·塞尔斯, 类型: 剧情, 地区: 美国"
999,spine-boxsets,1000,"Godzilla: The Showa-Era Films, 1954–1975", , , , , , , 
1000,spine,1001,The Daytrippers,Greg Mottola,Canada,1996,[捉奸家族 The Daytrippers](https://movie.douban.com/subject/1298027/),1997,7.8,"导演: 格雷格·莫托拉, 类型: 喜剧, 地区: 加拿大/美国"
1001,spine,1002,Betty Blue,Jean-Jacques Beineix,France,1986,巴黎野玫瑰, , ,imbd-[tt0090563](https://www.imdb.com/title/tt0090563)
1002,spine,1003,All About Eve,Joseph L. Mankiewicz,United States,1950,[彗星美人 All About Eve](https://movie.douban.com/subject/1401385/),1950,8.7,"导演: 约瑟夫·L·曼凯维奇, 类型: 剧情, 地区: 美国"
1003,spine,1004,"Now, Voyager",Irving Rapper,United States,1942,"[扬帆 Now, Voyager](https://movie.douban.com/subject/1294710/)",1942,7.5,"导演: 欧文·拉帕尔, 类型: 剧情, 地区: 美国"
1004,spine,1005,Cold War,Paweł Pawlikowski,Poland,2018,[冷战 Zimna wojna](https://movie.douban.com/subject/26894602/),2018,7.9,"导演: 帕维乌·帕夫利科夫斯基, 类型: 剧情, 地区: 波兰/法国/英国"
1005,spine,1006,The Story of Temple Drake,Stephen Roberts,United States,1933,[可怜美玉陷泥淖 The Story of Temple Drake](https://movie.douban.com/subject/1812109/),1933, ,"导演: Stephen Roberts, 类型: 剧情, 地区: 美国"
1006,spine,1007,Until the End of the World,Wim Wenders,Germany,1991,[直到世界尽头 Bis ans Ende der Welt](https://movie.douban.com/subject/1295897/),1991,8.3,"导演: 维姆·文德斯, 类型: 剧情, 地区: 德国/法国/澳大利亚"
1007,spine,1008,Old Joy,Kelly Reichardt,United States,2006,[昨日欢愉 Old Joy](https://movie.douban.com/subject/1861148/),2006,7.9,"导演: 凯莉·莱卡特, 类型: 剧情, 地区: 美国"
1008,spine,1009,Holiday,George Cukor,United States,1938,[休假日 Holiday](https://movie.douban.com/subject/1301014/),1938,7.0,"导演: 乔治·库克, 类型: 喜剧, 地区: 美国"
1009,spine,1010,Le petit soldat,Jean-Luc Godard,France,1963,[小兵 Le petit soldat](https://movie.douban.com/subject/1401512/),1963,7.7,"导演: 让-吕克·戈达尔, 类型: 战争, 地区: 法国"
1010,spine,1011,Fail Safe,Sidney Lumet,United States,1964,[奇幻核子战 Fail-Safe](https://movie.douban.com/subject/1293514/),1964,8.5,"导演: 西德尼·吕美特, 类型: 剧情, 地区: 美国"
1011,spine,1012,All About My Mother,Pedro Almodóvar,Spain,1999,[关于我母亲的一切 Todo sobre mi madre](https://movie.douban.com/subject/1291937/),1999,8.6,"导演: 佩德罗·阿莫多瓦, 类型: 剧情, 地区: 西班牙/法国"
1012,spine,1013,Teorema,Pier Paolo Pasolini,Italy,1968,[定理 Teorema](https://movie.douban.com/subject/1297130/),1968,7.7,"导演: 皮埃尔·保罗·帕索里尼, 类型: 剧情, 地区: 意大利"
1013,spine,1014,Roma,Alfonso Cuarón,United States,2018,[罗马 Roma](https://movie.douban.com/subject/1950330/),2018,8.2,"导演: 阿方索·卡隆, 类型: 剧情, 地区: 墨西哥/美国"
1014,spine,1015,Journey to the Beginning of Time,Karel Zeman,Czechoslovakia,1955,[史前探险记 Cesta do praveku](https://movie.douban.com/subject/2056031/),1955,6.8,"导演: 卡尔·齐曼, 类型: 冒险, 地区: 捷克斯洛伐克"
1015,spine,1016,Invention for Destruction,Karel Zeman,Czechoslovakia,1958,[毁灭的发明 Vynález zkázy](https://movie.douban.com/subject/1940670/),1958,7.9,"导演: 卡尔·齐曼, 类型: 冒险, 地区: 捷克斯洛伐克"
1016,spine,1017,The Fabulous Baron Munchausen,Karel Zeman,Czechoslovakia,1962,[吹牛伯爵历险记 Baron Prásil](https://movie.douban.com/subject/1940672/),1962,8.5,"导演: 卡尔·齐曼, 类型: 喜剧, 地区: 捷克斯洛伐克"
1017,spine,1018,Paris Is Burning,Jennie Livingston,United States,1990,[巴黎在燃烧 Paris Is Burning](https://movie.douban.com/subject/1299344/),1990,9.0,"导演: 詹尼•利文斯通, 类型: 纪录片, 地区: 美国"
1018,spine,1019,Bamboozled,Spike Lee,United States,2000,[迷惑 Bamboozled](https://movie.douban.com/subject/1308789/),2000,7.5,"导演: 斯派克·李, 类型: 喜剧, 地区: 美国"
1019,spine,1020,Leave Her to Heaven,John M. Stahl,United States,1945,[爱到天堂 Leave Her to Heaven](https://movie.douban.com/subject/1292892/),1945,7.2,"导演: 约翰·斯塔尔, 类型: 剧情, 地区: 美国"
1020,spine,1021,Show Boat,James Whale,United States,1936,[画舫璇宫 Show Boat](https://movie.douban.com/subject/1300516/),1936,7.3,"导演: 詹姆斯·惠尔, 类型: 喜剧, 地区: 美国"
1021,spine,1022,The Prince of Tides,Barbra Streisand,United States,1991,[潮浪王子 The Prince of Tides](https://movie.douban.com/subject/1297398/),1991,7.7,"导演: 芭芭拉·史翠珊, 类型: 剧情, 地区: 美国"
1022,spine,1023,The Cremator,Juraj Herz,Czechoslovakia,1969,[焚尸人 Spalovač mrtvol](https://movie.douban.com/subject/1486017/),1969,8.3,"导演: 尤拉伊·赫兹, 类型: 剧情, 地区: 捷克斯洛伐克"
1023,spine,1024,Destry Rides Again,George Marshall,United States,1939,[碧血烟花 Destry Rides Again](https://movie.douban.com/subject/1304404/),1939,7.6,"导演: 乔治·马歇尔, 类型: 喜剧, 地区: 美国"
1024,spine,1025,The Grand Budapest Hotel,Wes Anderson,United States,2014,[布达佩斯大饭店 The Grand Budapest Hotel](https://movie.douban.com/subject/11525673/),2014,8.9,"导演: 韦斯·安德森, 类型: 剧情, 地区: 美国/德国/英国"
1025,spine,1026,Me and You and Everyone We Know,Miranda July,United States,2005,[爱情我你他 Me and You and Everyone We Know](https://movie.douban.com/subject/1419958/),2005,8.1,"导演: 米兰达·裘丽, 类型: 喜剧, 地区: 美国/英国"
1026,spine,1027,The Great Escape,John Sturges,United States,1963,[大逃亡 The Great Escape](https://movie.douban.com/subject/1294947/),1963,8.3,"导演: 约翰·斯特奇斯, 类型: 剧情, 地区: 美国"
1027,spine,1028,"Dance, Girl, Dance",Dorothy Arzner,United States,1940,"[跳吧，女孩子 Dance, Girl, Dance](https://movie.douban.com/subject/1304153/)",1940,7.6,"导演: 多萝西·阿兹娜, 类型: 喜剧, 地区: 美国"
1028,spine,1029,Husbands,John Cassavetes,United States,1970,[夫君 Husbands](https://movie.douban.com/subject/1303095/),1970,7.8,"导演: 约翰·卡萨维蒂, 类型: 剧情, 地区: 美国"
1029,spine-films,1030,Scorsese Shorts,Martin Scorsese,United States, , , , , 
1030,spine,1031,Wildlife,Paul Dano,United States,2018,[狂野生活 Wildlife](https://movie.douban.com/subject/26847068/),2018,7.2,"导演: 保罗·达诺, 类型: 剧情, 地区: 美国"
1031,spine,1032,An Unmarried Woman,Paul Mazursky,United States,1978,[不结婚的女人 An Unmarried Woman](https://movie.douban.com/subject/1293163/),1978,7.8,"导演: 保罗·马祖斯基, 类型: 喜剧, 地区: 美国"
1032,spine,1033,The Cameraman,Edward Sedgwick,United States,1928,[摄影师 The Cameraman](https://movie.douban.com/subject/1297549/),1928,8.4,"导演: 爱德华·塞奇威克, 类型: 剧情, 地区: 美国"
1033,spine,1034,Portrait of a Lady on Fire,Céline Sciamma,France,2019,[燃烧女子的肖像 Portrait de la jeune fille en feu](https://movie.douban.com/subject/30257175/),2019,8.7,"导演: 瑟琳·席安玛, 类型: 剧情, 地区: 法国"
1034,spine,1035,Come and See,Elem Klimov,Soviet Union,1985,[自己去看 Иди и смотри](https://movie.douban.com/subject/1422186/),1985,8.7,"导演: 依莱姆·克里莫夫, 类型: 剧情, 地区: 苏联"
1035,spine-boxsets,1036,Bruce Lee: His Greatest Hits, , , , , , , 
1036,spine,1037,The War of the Worlds,Byron Haskin,United States,1953,[世界大战 The War of the Worlds](https://movie.douban.com/subject/1293523/),1953,6.4,"导演: 拜伦·哈斯金, 类型: 动作, 地区: 美国"
1037,spine,1038,Marriage Story,Noah Baumbach,United States,2019,[婚姻故事 Marriage Story](https://movie.douban.com/subject/27202818/),2019,8.6,"导演: 诺亚·鲍姆巴赫, 类型: 剧情, 地区: 英国/美国"
1038,spine,1039,Town Bloody Hall,Chris Hegedus and D. A. Pennebaker,United States,1979,[血腥市政厅 Town Bloody Hall](https://movie.douban.com/subject/4250456/),1979, ,"导演: 彭尼贝克, 类型: 纪录片, 地区: 美国"
1039,spine,1040,Toni,Jean Renoir,France,1935,[托尼 Toni](https://movie.douban.com/subject/1401615/),1935,7.5,"导演: 让·雷诺阿, 类型: 剧情, 地区: 法国"
1040,spine,1041,The Comfort of Strangers,Paul Schrader,Italy,1990,[陌生人的慰藉 The Comfort of Strangers](https://movie.douban.com/subject/1303595/),1990,6.6,"导演: 保罗·施拉德, 类型: 剧情, 地区: 美国/意大利/英国"
1041,spine,1042,Beau travail,Claire Denis,France,1999,[军中禁恋 Beau travail](https://movie.douban.com/subject/1306791/),1999,7.4,"导演: 克莱尔·德尼, 类型: 剧情, 地区: 法国"
1042,spine,1043,Christ Stopped at Eboli,Francesco Rosi,Italy,1979,[基督停留在埃博利 Cristo si è fermato a Eboli](https://movie.douban.com/subject/1452055/),1979,8.3,"导演: 弗朗西斯科·罗西, 类型: 剧情, 地区: 意大利/法国"
1043,spine-boxsets,1044,Martin Scorsese’s World Cinema Project No. 3, , , , , , , 
1044,spine,1045,Lucía,Humberto Solás,Cuba,1968,[三个露西亚 Lucía](https://movie.douban.com/subject/1401369/),1968,7.8,"导演: 温贝托·索洛斯, 类型: 剧情, 地区: 古巴"
1045,spine,1046,After the Curfew,Usmar Ismail,Indonesia,1954,[戒严夜 Lewat Djam Malam](https://movie.douban.com/subject/10617189/),1953, ,"导演: Usmar Ismail, 地区: 印度尼西亚"
1046,spine,1047,Pixote,Héctor Babenco,Brazil,1980,[街童 Pixote: A Lei do Mais Fraco](https://movie.douban.com/subject/1298835/),1981,7.8,"导演: 海科特·巴班克, 类型: 犯罪, 地区: 巴西"
1047,spine,1048,Dos monjes,Juan Bustillo Oro,Mexico,1934,[两个僧侣 Dos Monjes](https://movie.douban.com/subject/2382810/),1934,7.3,"导演: 胡安·布斯蒂略·奥罗, 类型: 剧情, 地区: 墨西哥"
1048,spine,1049,Soleil Ô,Med Hondo,France,1970,[噢，太阳 Soleil Ô](https://movie.douban.com/subject/6030619/),1973,7.7,"导演: 梅德·翁多, 类型: 剧情, 地区: 法国/毛里塔尼亚"
1049,spine,1050,Downpour,Bahram Beyzaie,Iran,1972,[暴雨 رگبار](https://movie.douban.com/subject/16899635/),1972, ,"导演: Bahram Beizai, 类型: 剧情, 地区: 伊朗"
1050,spine,1051,The Elephant Man,David Lynch,United States,1980,[象人 The Elephant Man](https://movie.douban.com/subject/1293200/),1980,8.3,"导演: 大卫·林奇, 类型: 剧情, 地区: 美国"
1051,spine,1052,Claudine,John Berry,United States,1974,[克劳丁 Claudine](https://movie.douban.com/subject/3317598/),1974, ,"导演: 约翰·贝里, 类型: 喜剧, 地区: 美国"
1052,spine,1053,The Gunfighter,Henry King,United States,1950,[枪手 The Gunfighter](https://movie.douban.com/subject/1296671/),1950,8.0,"导演: 亨利·金, 类型: 西部, 地区: 美国"
1053,spine,1054,Parasite,Bong Joon Ho,South Korea,2019,[寄生虫 기생충](https://movie.douban.com/subject/27010768/),2019,8.8,"导演: 奉俊昊, 类型: 剧情, 地区: 韩国"
1054,spine,1055,Girlfriends,Claudia Weill,United States,1978,[女朋友 Girlfriends](https://movie.douban.com/subject/1902082/),1978,8.0,"导演: 克劳迪娅·韦尔, 类型: 喜剧, 地区: 美国"
1055,spine,1056,Moonstruck,Norman Jewison,United States,1987,[月色撩人 Moonstruck](https://movie.douban.com/subject/1292869/),1987,7.5,"导演: 诺曼·杰威森, 类型: 喜剧, 地区: 美国"
1056,spine,1057,Ghost Dog: The Way of the Samurai,Jim Jarmusch,United States,1999,[鬼狗杀手 Ghost Dog: The Way of the Samurai](https://movie.douban.com/subject/1303449/),1999,7.7,"导演: 吉姆·贾木许, 类型: 犯罪, 地区: 法国/德国/美国/日本"
1057,spine,1058,The Irishman,Martin Scorsese,United States,2019,[爱尔兰人 The Irishman](https://movie.douban.com/subject/6981153/),2019,8.8,"导演: 马丁·斯科塞斯, 类型: 剧情, 地区: 美国"
1058,spine,1059,Crash,David Cronenberg,Canada,1996,[欲望号快车 Crash](https://movie.douban.com/subject/1292682/),1996,7.0,"导演: 大卫·柯南伯格, 类型: 剧情, 地区: 加拿大/美国/英国"
1059,spine,1060,Amores perros,Alejandro G. Iñárritu,Mexico,2000,[爱情是狗娘 Amores perros](https://movie.douban.com/subject/1292216/),2000,8.2,"导演: 亚利桑德罗·冈萨雷斯·伊纳里多, 类型: 剧情, 地区: 墨西哥"
1060,spine,1061,Minding the Gap,Bing Liu,United States,2018,[滑板少年 Minding the Gap](https://movie.douban.com/subject/27611421/),2018,8.8,"导演: 刘冰, 类型: 纪录片, 地区: 美国"
1061,spine,1062,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Martin Scorsese,United States,2019,[滚雷巡演：鲍勃·迪伦传奇 Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese](https://movie.douban.com/subject/30430720/),2019,8.8,"导演: 马丁·斯科塞斯, 类型: 纪录片, 地区: 美国"
1062,spine,1063,The Ascent,Larisa Shepitko,Soviet Union,1977,[上升 Восхождение](https://movie.douban.com/subject/1303255/),1977,8.1,"导演: 拉莉萨·舍皮琴科, 类型: 剧情, 地区: 苏联"
1063,spine,1064,The Parallax View,Alan J. Pakula,United States,1974,[视差 The Parallax View](https://movie.douban.com/subject/1293261/),1974,7.6,"导演: 艾伦·J·帕库拉, 类型: 剧情, 地区: 美国"
1064,spine,1065,Mandabi,Ousmane Sembène,Senegal,1968,[汇票 Mandabi](https://movie.douban.com/subject/3425808/),1968,7.4,"导演: 乌斯曼·塞姆班, 类型: 剧情, 地区: 法国/塞内加尔"
1065,spine,1066,Man Push Cart,Ramin Bahrani,United States,2005,[推手推车的男人 Man Push Cart](https://movie.douban.com/subject/1849177/),2005,7.7,"导演: 拉敏·巴哈尼, 类型: 剧情, 地区: 美国"
1066,spine,1067,Chop Shop,Ramin Bahrani,United States,2007,[拉丁男孩的天空 Chop Shop](https://movie.douban.com/subject/2977573/),2007,7.6,"导演: 拉敏·巴哈尼, 类型: 剧情, 地区: 美国"
1067,spine,1068,Smooth Talk,Joyce Chopra,United States,1985,[甜言蜜语 Smooth Talk](https://movie.douban.com/subject/1958670/),1985,7.0,"导演: 乔斯·肖普拉, 类型: 剧情, 地区: 美国/英国"
1068,spine,1069,Céline and Julie Go Boating,Jacques Rivette,France,1974,[塞琳和朱莉出航记 Céline et Julie vont en bateau](https://movie.douban.com/subject/1418141/),1974,8.3,"导演: 雅克·里维特, 类型: 喜剧, 地区: 法国"
1069,spine,1070,Secrets & Lies,Mike Leigh,United Kingdom,1996,[秘密与谎言 Secrets & Lies](https://movie.douban.com/subject/1294477/),1996,8.1,"导演: 迈克·李, 类型: 剧情, 地区: 英国/法国"
1070,spine,1071,Defending Your Life,Albert Brooks,United States,1991,[阴阳界生死恋 Defending Your Life](https://movie.douban.com/subject/1299011/),1991,6.7,"导演: 艾伯特·布鲁克斯, 类型: 喜剧, 地区: 美国"
1071,spine,1072,History Is Made at Night,Frank Borzage,United States,1937,[深夜造就历史 History Is Made at Night](https://movie.douban.com/subject/4714175/),1937,7.1,"导演: Frank Borzage, 类型: 剧情, 地区: 美国"
1072,spine,1073,Memories of Murder,Bong Joon Ho,South Korea,2003,[杀人回忆 살인의 추억](https://movie.douban.com/subject/1300299/),2003,8.9,"导演: 奉俊昊, 类型: 剧情, 地区: 韩国"
1073,spine,1074,Irma Vep,Olivier Assayas,France,1996,[迷离劫 Irma Vep](https://movie.douban.com/subject/1294802/),1996,7.5,"导演: 奥利维耶·阿萨亚斯, 类型: 喜剧, 地区: 法国"
1074,spine,1075,Fast Times at Ridgemont High,Amy Heckerling,United States,1982,[开放的美国学府 Fast Times at Ridgemont High](https://movie.douban.com/subject/1294982/),1982,6.8,"导演: 艾米·海克林, 类型: 喜剧, 地区: 美国"
1075,spine,1076,Merrily We Go to Hell,Dorothy Arzner,United States,1932,[寒涛俪影 Merrily We Go to Hell](https://movie.douban.com/subject/3607755/),1932,5.9,"导演: 多萝西·阿兹娜, 类型: 喜剧, 地区: 美国"
1076,spine,1077,Flowers of Shanghai,Hou Hsiao-hsien,Taiwan,1998,[海上花](https://movie.douban.com/subject/1303451/),1998,8.2,"导演: 侯孝贤, 类型: 剧情, 地区: 中国台湾/日本"
1077,spine,1078,Nightmare Alley,Edmund Goulding,United States,1947,[玉面情魔 Nightmare Alley](https://movie.douban.com/subject/1302893/),1947,7.8,"导演: 爱德芒德·古尔丁, 类型: 剧情, 地区: 美国"
1078,spine,1079,Streetwise,Martin Bell,United States,1984,[街头浪子 Streetwise](https://movie.douban.com/subject/1303619/),1986,8.5,"导演: 马丁·贝尔, 类型: 纪录片, 地区: 美国"
1079,spine,1080,Tiny: The Life of Erin Blackwell,Martin Bell,United States,2016,[蒂尼：艾琳·布莱克威尔的生活 TINY: The Life of Erin Blackwell](https://movie.douban.com/subject/34439067/),2016, ,"导演: 马丁·贝尔, 类型: 纪录片, 地区: 美国"
1080,spine,1081,Visions of Eight,"Miloš Forman, Kon Ichikawa, Claude Lelouch, Juri Ozerov, Arthur Penn, Michael Pfleghar, John Schlesinger, and Mai Zetterling",United States,1973,[八个视点 Visions of Eight](https://movie.douban.com/subject/1298851/),1973,7.8,"导演: 阿瑟·佩恩, 类型: 纪录片, 地区: 美国/西德"
1081,spine-boxsets,1082,The Signifyin’ Works of Marlon Riggs, , , , , , , 
1082,spine,1083,Pariah,Dee Rees,United States,2011,[贱民 Pariah](https://movie.douban.com/subject/5385557/),2011,6.8,"导演: 迪·里斯, 类型: 剧情, 地区: 美国"
1083,spine,1084,Mirror,Andrei Tarkovsky,Soviet Union,1975,[镜子 Зеркало](https://movie.douban.com/subject/1299248/),1975,9.0,"导演: 安德烈·塔可夫斯基, 类型: 传记, 地区: 苏联"
1084,spine,1085,Bringing Up Baby,Howard Hawks,United States,1938,[育婴奇谭 Bringing Up Baby](https://movie.douban.com/subject/1297657/),1938,7.3,"导演: 霍华德·霍克斯, 类型: 喜剧, 地区: 美国"
1085,spine,1086,Deep Cover,Bill Duke,United States,1992,[卧龙战警 Deep Cover](https://movie.douban.com/subject/1292513/),1992,6.9,"导演: 比尔·杜克, 类型: 动作, 地区: 美国"
1086,spine,1087,Working Girls,Lizzie Borden,United States,1986,[工薪女孩 Working Girls](https://movie.douban.com/subject/1616327/),1986,7.2,"导演: 莉兹·波登, 类型: 剧情, 地区: 美国"
1087,spine,1088,La piscine,Jacques Deray,France,1969,[游泳池 La piscine](https://movie.douban.com/subject/1308459/),1969,7.0,"导演: 雅克·德雷, 类型: 犯罪, 地区: 法国/意大利"
1088,spine,1089,After Life,Hirokazu Kore-eda,Japan,1998,[下一站，天国 ワンダフルライフ](https://movie.douban.com/subject/1294413/),1998,8.1,"导演: 是枝裕和, 类型: 剧情, 地区: 日本"
1089,spine,1090,Original Cast Album: “Company”,D. A. Pennebaker,United States,1970,[原初卡司专辑：《伙伴们》 Original Cast Album Company](https://movie.douban.com/subject/2144609/),1970, ,"导演: D.A. Pennebaker, 类型: 纪录片, 地区: 美国"
1090,spine,1091,Beasts of No Nation,Cary Joji Fukunaga,United States,2015,[无境之兽 Beasts of No Nation](https://movie.douban.com/subject/3445457/),2015,7.8,"导演: 凯瑞·福永, 类型: 剧情, 地区: 美国"
1091,spine,1092,Throw Down,Johnnie To,Hong Kong,2004,[柔道龙虎榜 柔道龍虎榜](https://movie.douban.com/subject/1308796/),2004,7.7,"导演: 杜琪峰, 类型: 剧情, 地区: 中国香港"
