Index,Type 类别,Title 电影,Director 导演,Writer 编剧,Actor 主演,Rank 排名,Score 打分,Votes 人数,Comment 短评,Review 影评,Alias 别名,Year 年份,Region 地区,Genre 类型,Length 片长,IMDb
427,电影,[换子疑云 Changeling](https://movie.douban.com/subject/2028666/),克林特·伊斯特伍德,J·迈克尔·斯特拉辛斯基,安吉丽娜·朱莉 / 盖特林·格里菲斯 / ...,🎉---,🌟8.4,164560,35546,726,Changeling / 陌生的孩子(台) / 换命谎言(港) / 调包婴儿 / 换婴记 / 换亲子迷雾,2008,美国,剧情 / 悬疑 / 惊悚,141分钟,[tt0824747](https://imdb.com/title/tt0824747)
428,电影,[疯狂的赛车](https://movie.douban.com/subject/2124703/),宁浩,崔斯韦 / 邢爱娜 / 王红卫 / 王要 / 周智勇 / 岳小军 / 张承,黄渤 / 戎祥 / ...,🎉---,🌟8.4,387310,60448,896,疯狂的赛车 / 银牌车手 / Crazy Racer / Silver Medalist,2009,中国大陆,喜剧 / 动作 / 冒险,104分钟,[tt0851515](https://imdb.com/title/tt0851515)
429,电影,[我的名字叫可汗 My Name Is Khan](https://movie.douban.com/subject/3169043/),卡伦·乔哈尔,Shibani Bathija / Niranjan Iyengar,沙鲁克·汗 / 卡卓儿 / ...,🎉---,🌟8.4,59444,17473,512,My Name Is Khan / 阿汉正传(港) / 我的名字叫罕 / 我叫可汗 / Khan,2010,印度,剧情 / 爱情,165 分钟,[tt1188996](https://imdb.com/title/tt1188996)
430,电影,[国王的演讲 The King's Speech](https://movie.douban.com/subject/4023638/),汤姆·霍伯,大卫·塞德勒,科林·费尔斯 / 杰弗里·拉什 / ...,🎉---,🌟8.4,606110,118786,1532,The King's Speech / 皇上无话儿(港) / 王者之声：宣战时刻(台) / 王的演讲 / 国王的演说,2010,英国 / 澳大利亚 / 美国,剧情 / 传记 / 历史,118分钟,[tt1504320](https://imdb.com/title/tt1504320)
431,电影,[桃姐](https://movie.douban.com/subject/5977835/),许鞍华,陈淑贤 / 李恩霖,叶德娴 / 刘德华 / ...,🎉---,🌟8.4,312266,86087,1838,桃姐 / A Simple Life,2011,中国香港,剧情 / 家庭,118分钟,[tt2008006](https://imdb.com/title/tt2008006)
432,电影,[艺术家 The Artist](https://movie.douban.com/subject/6097775/),米歇尔·阿扎纳维西于斯,米歇尔·阿扎纳维西于斯,让·杜雅尔丹 / 贝热尼丝·贝乔 / ...,🎉---,🌟8.4,94921,34042,624,The Artist / 星光梦里人(港) / 大艺术家(台),2011,法国 / 比利时 / 美国,剧情 / 喜剧 / 爱情,100分钟,[tt1655442](https://imdb.com/title/tt1655442)
433,电影,[小萝莉的猴神大叔 Bajrangi Bhaijaan](https://movie.douban.com/subject/26393561/),卡比尔·汗,卡比尔·汗 / 维杰耶德拉·普拉萨德,萨尔曼·汗 / 哈莎莉·马洛特拉 / ...,🎉---,🌟8.4,476996,122879,2290,Bajrangi Bhaijaan / 娃娃返乡任务(台) / 宝莱坞之钢铁奶爸(台) / 把她带回家 / 猴神兄弟 / 猴神老哥 / 回家 / Brother Bajrangi,2015,印度,剧情 / 喜剧 / 动作,159分钟 / 141分钟(中国大陆),[tt3863552](https://imdb.com/title/tt3863552)
434,电影,[人生果实 人生フルーツ](https://movie.douban.com/subject/26874505/),伏原健之, ,津端修一 / 津端英子 / ...,🎉---,🌟8.4,194822,80186,1425,人生フルーツ / 积存时间的生活(台) / 人生水果 / Life Is Fruity,2017,日本,纪录片,91分钟,[tt6161512](https://imdb.com/title/tt6161512)
435,电影,[地道战](https://movie.douban.com/subject/3033864/),任旭东,任旭东 / 徐国腾 / 王俊益 / 潘云山,朱龙广 / 张勇手 / ...,🎉---,🌟8.3,68460,11251,63,地道战 / Tunnel Warfare,1965,中国大陆,战争,101分钟,[tt1110246](https://imdb.com/title/tt1110246)
436,电影,[铁皮鼓 Die Blechtrommel](https://movie.douban.com/subject/1292207/),沃尔克·施隆多夫,沃尔克·施隆多夫 / 弗朗茨·塞茨 / 让-克劳德·卡里埃尔,马里奥·阿多夫 / 安吉拉·温科勒 / ...,🎉---,🌟8.3,57053,14983,251,Die Blechtrommel / 锡鼓 / 拒绝长大的男孩 / The Tin Drum,1979,西德 / 波兰 / 法国 / 南斯拉夫,剧情 / 历史 / 战争,142分钟 / 162分钟(导演剪辑版),[tt0078875](https://imdb.com/title/tt0078875)
437,电影,[闪灵 The Shining](https://movie.douban.com/subject/1292225/),斯坦利·库布里克,斯坦利·库布里克 / 黛安·约翰逊 / 斯蒂芬·金,杰克·尼科尔森 / 谢莉·杜瓦尔 / ...,🎉---,🌟8.3,513702,114607,1112,The Shining / 鬼店(台) / 幻觉 / 幽光,1980,英国 / 美国,恐怖,119分钟(欧洲版) / 142分钟(DVD) / 144分钟(北美版) / 146分钟(初始版),[tt0081505](https://imdb.com/title/tt0081505)
438,电影,[妈妈再爱我一次 媽媽再愛我一次](https://movie.douban.com/subject/1432972/),陈朱煌,陈朱煌 / 柳松柏,杨贵媚 / 谢小鱼 / ...,🎉---,🌟8.3,53536,15105,181,媽媽再愛我一次 / 妈妈，再爱我一次 / My Beloved,1988,中国台湾,剧情 / 家庭,87分钟,[tt0185520](https://imdb.com/title/tt0185520)
439,电影,[夺宝奇兵3 Indiana Jones and the Last Crusade](https://movie.douban.com/subject/1293471/),史蒂文·斯皮尔伯格,杰弗里·鲍姆 / 乔治·卢卡斯 / 门诺·迈依杰斯 / 菲利普·考夫曼,哈里森·福特 / 肖恩·康纳利 / ...,🎉---,🌟8.3,73795,10945,79,Indiana Jones and the Last Crusade / 印地安纳・琼斯和最后的十字军 / 夺宝奇兵3：圣战奇兵 / 圣战奇兵 / 印地安纳・琼斯之圣战奇兵,1989,美国,剧情 / 动作 / 奇幻 / 冒险,127分钟,[tt0097576](https://imdb.com/title/tt0097576)
440,电影,[我自己的爱达荷 My Own Private Idaho](https://movie.douban.com/subject/1292792/),格斯·范·桑特,格斯·范·桑特,瑞凡·菲尼克斯 / 基努·里维斯 / ...,🎉---,🌟8.3,66053,21231,430,My Own Private Idaho / 不羁的天空(港) / 男人的一半还是男人(台) / 我私人的爱达荷 / 属于我的爱达荷,1991,美国,剧情 / 爱情 / 同性,104 分钟,[tt0102494](https://imdb.com/title/tt0102494)
441,电影,[夜访吸血鬼 Interview with the Vampire: The Vampire Chronicles](https://movie.douban.com/subject/1299327/),尼尔·乔丹,安妮·莱斯,布拉德·皮特 / 汤姆·克鲁斯 / ...,🎉---,🌟8.3,284476,64449,677,Interview with the Vampire: The Vampire Chronicles / 吸血迷情(港),1994,美国,剧情 / 惊悚 / 奇幻,123分钟,[tt0110148](https://imdb.com/title/tt0110148)
442,电影,[梦旅人 PicNic](https://movie.douban.com/subject/1301948/),岩井俊二,岩井俊二,恰拉 / 浅野忠信 / ...,🎉---,🌟8.3,85391,21770,667,PicNic / Pikunikku,1996,日本,剧情 / 奇幻,72分钟(德国) / 68分钟(日本),[tt0117338](https://imdb.com/title/tt0117338)
443,电影,[她比烟花寂寞 Hilary and Jackie](https://movie.douban.com/subject/1293708/),安南德·图克尔,弗兰克·科特雷尔·博伊斯,艾米丽·沃森 / 瑞切尔·格里菲斯 / ...,🎉---,🌟8.3,120664,30115,1257,Hilary and Jackie / 无情荒地有琴天(台) / 狂恋大提琴 / 希拉里与杰基 / 希拉莉和积琪琳 / 中断的琴声,1998,英国,剧情 / 音乐 / 传记,121分钟,[tt0150915](https://imdb.com/title/tt0150915)
444,电影,[成为约翰·马尔科维奇 Being John Malkovich](https://movie.douban.com/subject/1292279/),斯派克·琼斯,查理·考夫曼,约翰·库萨克 / 卡梅隆·迪亚兹 / ...,🎉---,🌟8.3,65134,19280,289,Being John Malkovich / 傀儡人生 / 玩谢麦高维治(港) / 变脑(台) / 成为马可维奇,1999,美国,剧情 / 喜剧 / 爱情 / 奇幻,112分钟,[tt0120601](https://imdb.com/title/tt0120601)
445,电影,[老男孩 올드보이](https://movie.douban.com/subject/1308865/),朴赞郁,黄肇允 / 林俊亨 / 朴赞郁 / 土屋加仑 / 岭岸信明,崔岷植 / 刘智泰 / ...,🎉---,🌟8.3,300093,74290,885,올드보이 / 原罪犯(港/台) / Oldeuboi / Oldboy / Old Boy,2003,韩国,剧情 / 动作 / 悬疑 / 惊悚,120分钟,[tt0364569](https://imdb.com/title/tt0364569)
446,电影,[不良教育 La mala educación](https://movie.douban.com/subject/1291878/),佩德罗·阿莫多瓦,佩德罗·阿莫多瓦,盖尔·加西亚·贝纳尔 / 费雷·马丁内兹 / ...,🎉---,🌟8.3,41018,11666,162,La mala educación / 圣·教·欲(港) / 坏教欲(台) / 毁灭性教育 / Bad Education,2004,西班牙,剧情 / 悬疑 / 惊悚 / 同性 / 犯罪,106 分钟,[tt0275491](https://imdb.com/title/tt0275491)
447,电影,[阳光小美女 Little Miss Sunshine](https://movie.douban.com/subject/1777612/),乔纳森·戴顿 / 维莱莉·法瑞斯,迈克尔·阿恩特,阿比盖尔·布雷斯林 / 格雷戈·金尼尔 / ...,🎉---,🌟8.3,265321,66174,1696,Little Miss Sunshine / 阳光小小姐(港) / 小太阳的愿望(台) / 选美一家亲 / 选美小小姐,2006,美国,剧情 / 喜剧 / 家庭,103分钟,[tt0449059](https://imdb.com/title/tt0449059)
448,电影,"[巴黎，我爱你 Paris, je t'aime](https://movie.douban.com/subject/1783772/)",奥利维耶·阿萨亚斯 / 伊桑·科恩 / 乔尔·科恩 / 格斯·范·桑特 / 汤姆·提克威 / 沃尔特·塞勒斯 / 亚历山大·佩恩 / 杜可风 / 热拉尔·德帕迪约 / 阿方索·卡隆 / 诹访敦彦 / 希尔万·肖默 / 韦斯·克雷文 / 伊莎贝尔·科赛特 / 顾伦德·查达哈 / 文森佐·纳塔利,格斯·范·桑特 / 伊桑·科恩 / 乔尔·科恩 / 杜可风 / 阿方索·卡隆 / 奥利维耶·阿萨亚斯 / 汤姆·提克威 / 亚历山大·佩恩 / 诹访敦彦 / 希尔万·肖默 / 韦斯·克雷文,朱丽叶·比诺什 / 威廉·达福 / ...,🎉---,🌟8.3,145465,36769,881,"Paris, je t'aime / 我爱巴黎(港) / Paris, I Love You",2006,法国 / 列支敦士登 / 瑞士 / 德国 / 美国,剧情 / 喜剧 / 爱情,120 分钟,[tt0401711](https://imdb.com/title/tt0401711)
449,电影,[变形金刚 Transformers](https://movie.douban.com/subject/1794171/),迈克尔·贝,罗伯托·奥奇 / 艾里克斯·库兹曼 / 约翰·罗杰斯,希亚·拉博夫 / 梅根·福克斯 / ...,🎉---,🌟8.3,495378,59813,917,Transformers / 变形金刚电影版,2007,美国,动作 / 科幻,144分钟,[tt0418279](https://imdb.com/title/tt0418279)
450,电影,[八月迷情 August Rush](https://movie.douban.com/subject/1844413/),科斯汀·谢里丹,尼克·卡斯特尔 / 詹姆士·V·哈特 / 保罗·卡斯特罗,乔纳森·莱斯·梅耶斯 / 弗莱迪·海默 / ...,🎉---,🌟8.3,156848,41314,1038,August Rush / 把爱找回来(台) / 流浪乐手 / 八月狂奔 / 声梦奇缘,2007,美国,剧情 / 爱情 / 音乐,114 分钟 / 100 分钟(以色列),[tt0426931](https://imdb.com/title/tt0426931)
451,电影,[南京 Nanking](https://movie.douban.com/subject/1941283/),比尔·古登泰格 / 丹·斯图曼,比尔·古登泰格 / 丹·斯图曼 / 伊丽莎白·本特利,雨果·阿姆斯特朗 / 赵家玲 / ...,🎉---,🌟8.3,16496,2717,225,Nanking / 被遗忘的1937 / 南京大屠杀,2007,美国,纪录片 / 历史 / 战争,88 分钟,[tt0893356](https://imdb.com/title/tt0893356)
452,电影,[秒速5厘米 秒速5センチメートル](https://movie.douban.com/subject/2043546/),新海诚,新海诚,水桥研二 / 近藤好美 / ...,🎉---,🌟8.3,581165,137367,3014,秒速5センチメートル / 秒速五厘米 / 秒速5公分 / Byôsoku 5 senchimêtoru / 5 Centimeters per Second / 5 Centimeters Per Second: A Chain of Short Stories About Their Distance,2007,日本,剧情 / 爱情 / 动画,63分钟,[tt0983213](https://imdb.com/title/tt0983213)
453,电影,[曾经 Once](https://movie.douban.com/subject/2053515/),约翰·卡尼,约翰·卡尼,格伦·汉塞德 / 玛可塔·伊尔格洛娃,🎉---,🌟8.3,279983,80117,2373,Once / 一奏倾情(港) / 曾经。爱是唯一(台) / 曾经拥有 / 一生的唯一 / 情难独奏(豆友译名) / 宛似(豆友译名),2007,爱尔兰,剧情 / 爱情 / 音乐,86分钟,[tt0907657](https://imdb.com/title/tt0907657)
454,电影,[爱在暹罗 รักแห่งสยาม](https://movie.douban.com/subject/2365260/),楚克·萨克瑞科,楚克·萨克瑞科,维特维斯特·海伦亚沃恩酷 / 马里奥·毛瑞尔 / ...,🎉---,🌟8.3,295836,69239,1947,รักแห่งสยาม / 泰哥儿(港) / 暹罗之恋 / 与爱同行 / 爱在暹罗广场 / The Love of Siam / Rak haeng Siam,2007,泰国,剧情 / 爱情 / 同性,150分钟 / 170分钟(导演剪辑版),[tt1152282](https://imdb.com/title/tt1152282)
455,电影,[米尔克 Milk](https://movie.douban.com/subject/2336737/),格斯·范·桑特,达斯汀·兰斯·布莱克,西恩·潘 / 乔什·布洛林 / ...,🎉---,🌟8.3,50758,10844,397,Milk / 夏菲米克的时代(港) / 自由大道(台) / 哈维·米克 / 牛奶分子,2008,美国,剧情 / 同性 / 传记,128 分钟,[tt1013753](https://imdb.com/title/tt1013753)
456,电影,[摔角王 The Wrestler](https://movie.douban.com/subject/3007826/),达伦·阿伦诺夫斯基,罗伯特·D·西格尔,米基·洛克 / 玛丽莎·托梅 / ...,🎉---,🌟8.3,46784,11017,446,The Wrestler / 拼命战羊(港) / 力挽狂澜(台) / 摔跤王 / 摔角手 / 摔跤手,2008,美国 / 法国,剧情 / 传记 / 运动,109 分钟,[tt1125849](https://imdb.com/title/tt1125849)
457,电影,[冰川时代3 Ice Age: Dawn of the Dinosaurs](https://movie.douban.com/subject/2357162/),卡洛斯·沙尔丹哈 / 麦克·特米尔,迈克尔·伯格 / 彼得·阿克曼 / 迈克·里斯 / 尤尼·布伦纳 / 彼得·高尔克 / 格里·斯沃洛 / 迈克尔·J·威尔森,Eunice Cho / 麦丽·弗拉纳甘 / ...,🎉---,🌟8.3,238809,28368,410,Ice Age: Dawn of the Dinosaurs / 冰河世纪3：大威龙驾到 / 冰河时代3：恐龙的黎明 / 冰原历险记3 / Ice Age 3,2009,美国,喜剧 / 动画 / 冒险,94分钟,[tt1080016](https://imdb.com/title/tt1080016)
458,电影,[第九区 District 9](https://movie.douban.com/subject/3006772/),尼尔·布洛姆坎普,尼尔·布洛姆坎普 / 特丽·塔歇尔,沙尔托·科普雷 / 詹森·库伯 / ...,🎉---,🌟8.3,461642,83710,1535,District 9 / D-9异形禁区(港) / 第九禁区(台) / 第9区,2009,美国 / 新西兰 / 加拿大 / 南非,剧情 / 动作 / 科幻 / 惊悚,112分钟,[tt1136608](https://imdb.com/title/tt1136608)
459,电影,[里约大冒险 Rio](https://movie.douban.com/subject/3731581/),卡洛斯·沙尔丹哈,唐·莱默,杰西·艾森伯格 / 安妮·海瑟薇 / ...,🎉---,🌟8.3,314390,75917,567,Rio / 奇鹦嘉年华(港) / 鹦鹉布鲁 / 里约,2011,美国,喜剧 / 动画 / 冒险,96分钟,[tt1436562](https://imdb.com/title/tt1436562)
460,电影,[逃离德黑兰 Argo](https://movie.douban.com/subject/6549903/),本·阿弗莱克,克里斯·特里奥 / 约书亚·比尔曼 / 托尼·门德兹,本·阿弗莱克 / 布莱恩·科兰斯顿 / ...,🎉---,🌟8.3,293052,80322,663,Argo / ARGO - 救参任务(港) / 亚果出任务(台) / 逃离伊朗,2012,美国,剧情 / 惊悚 / 历史,120分钟 / 129分钟(加长版),[tt1024648](https://imdb.com/title/tt1024648)
461,电影,[驴得水](https://movie.douban.com/subject/25921812/),周申 / 刘露,周申 / 刘露,任素汐 / 大力 / ...,🎉---,🌟8.3,917361,230803,7024,驴得水 / Mr. Donkey,2016,中国大陆,剧情 / 喜剧,111分钟,[tt6167014](https://imdb.com/title/tt6167014)
462,电影,[布拉格之恋 The Unbearable Lightness of Being](https://movie.douban.com/subject/1291859/),菲利普·考夫曼,米兰·昆德拉 / 让-克劳德·卡里埃尔 / 菲利普·考夫曼,丹尼尔·戴-刘易斯 / 朱丽叶·比诺什 / ...,🎉---,🌟8.2,67092,17175,429,The Unbearable Lightness of Being / 布拉格的春天(台) / 生命中不能承受之轻 / 生命不能承受之轻 / 布拉格之春 / 沉重浮生,1988,美国,剧情 / 爱情,171分钟,[tt0096332](https://imdb.com/title/tt0096332)
463,电影,[新桥恋人 Les amants du Pont-Neuf](https://movie.douban.com/subject/1291559/),莱奥·卡拉克斯,莱奥·卡拉克斯,朱丽叶·比诺什 / 德尼·拉旺,🎉---,🌟8.2,55878,18308,339,Les amants du Pont-Neuf / The Lovers on the Bridge / 新桥之恋,1991,法国,剧情 / 爱情,125分钟,[tt0101318](https://imdb.com/title/tt0101318)
464,电影,[圣诞夜惊魂 The Nightmare Before Christmas](https://movie.douban.com/subject/1297131/),亨利·塞利克,蒂姆·波顿 / 迈克尔·麦克道尔 / 卡罗琳·汤普森,丹尼·艾夫曼 / 克里斯·萨兰登 / ...,🎉---,🌟8.2,109274,18852,160,The Nightmare Before Christmas / 怪诞城之夜(港),1993,美国,动画 / 音乐 / 奇幻,76分钟,[tt0107688](https://imdb.com/title/tt0107688)
465,电影,[纯真年代 The Age of Innocence](https://movie.douban.com/subject/1301465/),马丁·斯科塞斯,杰伊·考克斯 / 马丁·斯科塞斯 / 伊迪丝·沃顿,丹尼尔·戴-刘易斯 / 米歇尔·菲佛 / ...,🎉---,🌟8.2,58556,18805,487,The Age of Innocence / 心外幽情(港) / 纯情年代,1993,美国,剧情 / 爱情,139分钟,[tt0106226](https://imdb.com/title/tt0106226)
466,电影,[香港制造 香港製造](https://movie.douban.com/subject/1292396/),陈果,陈果,李灿森 / 严栩慈 / ...,🎉---,🌟8.2,45660,12722,286,香港製造 / Made in Hong Kong,1997,中国香港,剧情 / 爱情 / 犯罪,108 分钟,[tt0123328](https://imdb.com/title/tt0123328)
467,电影,[四月物语 四月物語](https://movie.douban.com/subject/1292371/),岩井俊二,岩井俊二,松隆子 / 田边诚一 / ...,🎉---,🌟8.2,200039,59403,1346,四月物語 / April Story,1998,日本,爱情,67 分钟,[tt0146271](https://imdb.com/title/tt0146271)
468,电影,[黑暗中的舞者 Dancer in the Dark](https://movie.douban.com/subject/1291562/),拉斯·冯·提尔,拉斯·冯·提尔,比约克 / 凯瑟琳·德纳芙 / ...,🎉---,🌟8.2,82213,21313,851,Dancer in the Dark / 天黑黑(港) / 在黑暗中漫舞(台),2000,丹麦 / 德国 / 荷兰 / 意大利 / 美国 / 英国 / 法国 / 瑞典 / 芬兰 / 冰岛 / 阿根廷 / 挪威 / 中国台湾 / 比利时,剧情 / 歌舞,140 分钟,[tt0168629](https://imdb.com/title/tt0168629)
469,电影,[爱情是狗娘 Amores perros](https://movie.douban.com/subject/1292216/),亚利桑德罗·冈萨雷斯·伊纳里多,吉列尔莫·阿里亚加,盖尔·加西亚·贝纳尔 / Emilio Echevarría / ...,🎉---,🌟8.2,50182,13552,215,Amores perros / 狗男女的爱(港) / 爱是一条狗(台) / 人、爱、狗 / 爱情是母狗 / Love's a Bitch,2000,墨西哥,剧情 / 惊悚,154 分钟 / Turkey: 115 分钟(TV version),[tt0245712](https://imdb.com/title/tt0245712)
470,电影,[买凶拍人 買兇拍人](https://movie.douban.com/subject/1300616/),彭浩翔,彭浩翔 / 谷德昭,葛民辉 / 张达明 / ...,🎉---,🌟8.2,146804,35434,276,"買兇拍人 / You Shoot, I Shoot",2001,中国香港,喜剧 / 动作 / 犯罪,99分钟,[tt0312932](https://imdb.com/title/tt0312932)
471,电影,[花与爱丽丝 花とアリス](https://movie.douban.com/subject/1308820/),岩井俊二,岩井俊二,铃木杏 / 苍井优 / ...,🎉---,🌟8.2,220926,54254,1087,花とアリス / 花与爱丽诗(港) / Hana & Alice,2004,日本,剧情 / 喜剧 / 爱情,135分钟,[tt0407851](https://imdb.com/title/tt0407851)
472,电影,[热血警探 Hot Fuzz](https://movie.douban.com/subject/1806555/),埃德加·赖特,埃德加·赖特 / 西蒙·佩吉,西蒙·佩吉 / 尼克·弗罗斯特 / ...,🎉---,🌟8.2,190917,49069,384,Hot Fuzz / 爆辣刑警(港) / 终棘警探(台) / 终棘警探 / 热血条子 / 硬派雷子 / 硬派条子,2007,英国 / 法国,喜剧 / 悬疑 / 犯罪,121分钟,[tt0425112](https://imdb.com/title/tt0425112)
473,电影,[功夫熊猫 Kung Fu Panda](https://movie.douban.com/subject/1783457/),马克·奥斯本 / 约翰·斯蒂文森,乔纳森·阿贝尔 / 格伦·伯杰 / 伊森·瑞弗 / 塞卢斯·沃瑞斯,杰克·布莱克 / 达斯汀·霍夫曼 / ...,🎉---,🌟8.2,575263,63477,1543,Kung Fu Panda / 熊猫阿宝 / 阿宝正传,2008,美国,喜剧 / 动作 / 动画 / 冒险,95分钟,[tt0441773](https://imdb.com/title/tt0441773)
474,电影,[姐姐的守护者 My Sister's Keeper](https://movie.douban.com/subject/3011049/),尼克·卡萨维蒂,杰里米·莱文 / 尼克·卡萨维蒂 / 朱迪·皮考特,阿比盖尔·布雷斯林 / 苏菲亚·威希涅瓦 / ...,🎉---,🌟8.2,59522,15221,441,My Sister's Keeper / 姊姊的守护者 / 我姐姐的守护者,2009,美国,剧情 / 家庭,109 分钟,[tt1078588](https://imdb.com/title/tt1078588)
475,电影,[不能没有你](https://movie.douban.com/subject/3805953/),戴立忍,陈文彬 / 戴立忍,陈文彬 / 赵祐萱 / ...,🎉---,🌟8.2,32121,8868,410,不能没有你 / No Puedo Vivir Sin Ti / Cannot Live Without You,2009,中国台湾,剧情 / 家庭,93分钟,[tt1456584](https://imdb.com/title/tt1456584)
476,电影,[社交网络 The Social Network](https://movie.douban.com/subject/3205624/),大卫·芬奇,艾伦·索金 / 本·麦兹里奇,杰西·艾森伯格 / 安德鲁·加菲尔德 / ...,🎉---,🌟8.2,462234,115843,1762,The Social Network / 社群网战(台) / Facebook的故事 / 脸书狂潮 / 该页无法显示(豆友译名),2010,美国,剧情 / 传记,120 分钟,[tt1285016](https://imdb.com/title/tt1285016)
477,电影,[马达加斯加3 Madagascar 3: Europe's Most Wanted](https://movie.douban.com/subject/3178770/),康拉德·弗农 / 埃里克·达尼尔 / 汤姆·麦格拉思,诺亚·鲍姆巴赫 / 埃里克·达尼尔,本·斯蒂勒 / 克里斯·洛克 / ...,🎉---,🌟8.2,174389,47774,327,Madagascar 3: Europe's Most Wanted / 马达加斯加3：欧洲大围捕(台) / 荒失失奇兵3：欧洲逐只捉(港) / 马达加斯加3：欧洲通缉犯,2012,美国,喜剧 / 动画 / 冒险,93分钟,[tt1277953](https://imdb.com/title/tt1277953)
478,电影,[蒂凡尼的早餐 Breakfast at Tiffany's](https://movie.douban.com/subject/1325958/),布莱克·爱德华兹,杜鲁门·卡波特 / 乔治·阿克塞尔罗德,奥黛丽·赫本 / 乔治·佩帕德 / ...,🎉---,🌟8.1,236233,58059,854,Breakfast at Tiffany's / 珠光宝气(港) / 第凡内早餐(台) / 靓女芳心 / 蒂凡尼早餐,1961,美国,剧情 / 喜剧 / 爱情,115分钟,[tt0054698](https://imdb.com/title/tt0054698)
479,电影,[钢琴课 The Piano](https://movie.douban.com/subject/1293818/),简·坎皮恩,简·坎皮恩,霍利·亨特 / 哈威·凯特尔 / ...,🎉---,🌟8.1,92817,21576,683,The Piano / 钢琴别恋(港) / 钢琴师和她的情人(台) / 奇情孽恋 / Piano,1993,新西兰 / 澳大利亚 / 法国,剧情 / 爱情 / 音乐,121分钟,[tt0107822](https://imdb.com/title/tt0107822)
480,电影,[罗拉快跑 Lola rennt](https://movie.douban.com/subject/1292275/),汤姆·提克威,汤姆·提克威,弗朗卡·波滕特 / 莫里兹·布雷多 / ...,🎉---,🌟8.1,238676,52789,960,Lola rennt / 疾走罗拉 / Run Lola Run,1998,德国,动作 / 惊悚 / 犯罪,81分钟,[tt0130827](https://imdb.com/title/tt0130827)
481,电影,[她和她的猫 彼女と彼女の猫](https://movie.douban.com/subject/1483507/),新海诚,新海诚,新海诚 / 篠原美香,🎉---,🌟8.1,45076,9064,177,彼女と彼女の猫 / She and Her Cat / Their Standing Points / Kanojo to kanojo no neko,1999,日本,剧情 / 动画 / 短片,5分钟,[tt0373960](https://imdb.com/title/tt0373960)
482,电影,[风雨哈佛路 Homeless to Harvard: The Liz Murray Story](https://movie.douban.com/subject/1433990/),彼得·勒文,Ronni Kern,索拉·伯奇 / Makyla Smith / ...,🎉---,🌟8.1,157107,39580,984,Homeless to Harvard: The Liz Murray Story / 最贫穷的哈佛女孩,2003,美国,剧情 / 传记,104分钟,[tt0338109](https://imdb.com/title/tt0338109)
483,电影,[听说 聽說](https://movie.douban.com/subject/3824672/),郑芬芬,郑芬芬,彭于晏 / 陈意涵 / ...,🎉---,🌟8.1,391544,102415,1541,聽說 / Hear Me,2009,中国台湾,剧情 / 爱情,107分钟(中国大陆) / 109分钟(台湾),[tt1562328](https://imdb.com/title/tt1562328)
484,电影,[功夫熊猫2 Kung Fu Panda 2](https://movie.douban.com/subject/3233635/),吕寅荣,乔纳森·阿贝尔 / 格伦·伯杰,杰克·布莱克 / 安吉丽娜·朱莉 / ...,🎉---,🌟8.1,443918,85069,1012,Kung Fu Panda 2 / 熊猫阿宝2 / 阿宝正传2,2011,美国,喜剧 / 动作 / 动画 / 冒险,91分钟,[tt1302011](https://imdb.com/title/tt1302011)
485,电影,[那些年，我们一起追的女孩 那些年，我們一起追的女孩](https://movie.douban.com/subject/4920528/),九把刀,九把刀,柯震东 / 陈妍希 / ...,🎉---,🌟8.1,890830,224232,5776,那些年，我們一起追的女孩 / You Are the Apple of My Eye,2011,中国台湾,剧情 / 喜剧 / 爱情,110分钟 / 100分钟(中国大陆),[tt2036416](https://imdb.com/title/tt2036416)
486,电影,[巴黎野玫瑰 37°2 le matin](http://movie.douban.com/subject/1303053/),让-雅克·贝奈克斯,让-雅克·贝奈克斯 / 菲利普·迪昂,让·雨果·安格拉德 / 碧翠斯·黛尔 / ...,🎉---,🌟8.0,19587,3816,3816,37°2 le matin / 37度2 / 早晨三十七点二度C / 忧郁贝蒂 / Betty Blue,1986,法国,剧情 / 爱情,120 分钟 / 185 分钟(director's cut),[tt0090563](https://imdb.com/title/tt0090563)
487,电影,[空房间 빈집](https://movie.douban.com/subject/1308833/),金基德,金基德,在熙 / 李成延 / ...,🎉---,🌟8.0,171409,41768,792,빈집 / 感官乐园(港) / 空屋情人(台) / 空房子 / 空屋 / 3-Iron / Bin-jip,2004,韩国,剧情 / 爱情 / 犯罪,88分钟,[tt0423866](https://imdb.com/title/tt0423866)
488,电影,[练习曲 練習曲](https://movie.douban.com/subject/2055017/),陈怀恩,陈怀恩,东明相 / 杨丽音 / ...,🎉---,🌟8.0,53631,15877,860,練習曲 / 单车环岛日志 / Island Etude,2006,中国台湾,剧情,109 分钟,[tt1006908](https://imdb.com/title/tt1006908)
489,电影,[天生杀人狂 Natural Born Killers](https://movie.douban.com/subject/1292229/),奥利佛·斯通,昆汀·塔伦蒂诺 / 戴维·韦罗兹 / 理查德·鲁托夫斯基 / 奥利佛·斯通,伍迪·哈里森 / 朱丽叶特·刘易斯 / ...,🎉---,🌟7.9,114881,29440,465,Natural Born Killers / 闪灵杀手 / 天生杀手,1994,美国,剧情 / 动作 / 犯罪,118分钟 / 122分钟(导演剪辑版),[tt0110632](https://imdb.com/title/tt0110632)
